name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
MIXED VEG PUFF,https://www.vahrehvah.com/mixed-veg-puff, Veg puffs are very delectable snack popularly known as curry puffs.,Vahchef,35 mins,25 mins,25 mins,"9716, 10469, 10473, 9267, 10471, 10472, 8360, 10513, 10514, 9238, 8334, 10515, 8789, 10516, 10517, 10518, 9716, 10469, 10473, 9267, 10471, 10472, 8360, 10513, 10514, 9238, 8334, 10515, 8789, 10516, 10517, 10518","In a bowl add all purpose flour, salt, sugar, lime juice and water, make it into a stiff dough, add 15 g of butter and knead it well, then it rest for 15 minutes.
Roll the dough like a &frac12; inch in thick sheet, apply the butter up to &frac34;th part of the sheet and sprinkle the dry flour, and fold like an envelope.
Take the sheet and place it in the tray, cover it with a wet cloth and put it in a fridge for 20 minutes, Repeat the same process for another 2 times&nbsp;
Now take out the tray and apply the butter on the sheet and fold like a book, cover it with a wet cloth and put it in the fridge for another 10 minutes.
For stuffing: Heat oil in a pan add finely chopped carrot, beans, turmeric powder, salt saute it and add capsicum, tomatoes, boiled potato pieces, curry powder, chopped coriander saute it for 2 minutes then switch off the flame.
Cut the required piece from the dough and roll into a thin sheet by using dry flour and cut into four squares and put in a spoonful of mixture, then apply the water on edges and seal the edges pressing together.
Place the puffs on the baking tray and milk wash on top, bake it at 220 degrees for 20 minutes. Serve with tomato ketchup.",3.1667,6,353,4,1,NULL,10,0,2,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/5ebbed1b144ce3eab9c6aabd01d9f4da.JPG
PHILIPS AIR FRYER POT STICKERS,https://www.vahrehvah.com/philips-air-fryer-pot-stickers,"Pot stickers are all time favorites for many and this airfryed version is is really awesome 
 which are stuffed with finely shredded cabbage seasoned ",Vahchef,12 mins,12 mins,12 mins,"10519, 8334, 10520, 10521, 10522, 9299, 10523, 10105, 9147, 10512, 9747, 8625, 10519, 8334, 10520, 10521, 10522, 9299, 10523, 10105, 9147, 10512, 9747, 8625","&nbsp;Prepare dough of all-purpose flour, salt (to taste) by using hot water.&nbsp;
For the stuffing take a bowl, add grated cabbage, finely chopped garlic, sweet corn, spring onion, green chilli, pepper powder, soya sauce, sesame seeds, salt, butter and mix it. Then add flour and mix it again.
Roll the dough into thin sheet by using dry flour. &nbsp;Cut them into small stickers using the cutter.
Take the stuffing and make it into a small dumplings and place it on pot stickers. &nbsp;Apply water to the edges and seal it to bring into a fancy shape. &nbsp;Preheat the air fryer at 180 degree C for 5 minutes.
Place the pot stickers in the fryer to fry.
After 5 minutes Pull out the basket and apply the water and oil mixture and toss it well, again fry it for 5 minutes. &nbsp;After 5 minutes switch off the airfryer and rest it for 2 minutes.Serve it with any sauce.",2.6667,18,30.1,4,0.1,NULL,1.3,0,18,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/49259985f1f83a05fdcb222bd9b9e11b.JPG
Soya Chunk grannules / kheema Curry,https://www.vahrehvah.com/soya-chunks-curry,"Soya Chunks is an excellent source of protein and has a lot of health benefits too.This gravy is medium spicy so it's suitable for kids too. Soya Chunks is tasteless and has a tendency to absorb any flavor that it is cooked with so.
",Vahchef,12 mins,20 mins,20 mins,"8360, 8618, 8332, 10077, 8341, 10122, 9795, 8534, 10524, 8780, 8912, 8334, 8360, 8618, 8332, 10077, 8341, 10122, 9795, 8534, 10524, 8780, 8912, 8334","Take some oil in a hot pan and add finely chopped onions, ginger garlic paste, turmeric powder, sorrel leaves, tomatoes and cook it for 2-3 minutes. Now add red chilly powder, coriander powder, salt, soya chunks which
Now add red chili powder, coriander powder, salt, soya chunks which are already soaked in hot water, just squeeze the water and mix it. Add
Add a little water, garam masala powder, coriander leaves and after cooking for 2-3 minutes switch off the flame. Serve hot with rice andServe hot with rice and pulka.",1.3333,3,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/58246fa2a263e5c83742f0621d26f3a6.JPG
SWEET POTATO CHAAT,https://www.vahrehvah.com/sweet-potato-chat,"A tangy and sweet chat made with sweet potatoes mingled in chat masala, chilies, rock salt and lime juice gives an additional flavor to it.
 
 
",Vahchef,10 mins,20 mins,20 mins,"10525, 8666, 9506, 8950, 10137, 10526, 10527, 10528, 8950, 10529, 10511, 8725, 8360, 10530, 10531, 10532, 9067, 8618, 10525, 8666, 9506, 8950, 10137, 10526, 10527, 10528, 8950, 10529, 10511, 8725, 8360, 10530, 10531, 10532, 9067, 8618","Grate the skin of sweet potatoes and boil them. Now cut them into &frac12; inch slices.
Take it in a bowl and sprinkle some corn flour, rice flour on it.
Add finely chopped green chilies, red chili flakes, rock salt, chat masala, cumin powder, amchur powder, garam masala and lemon juice.
Mix it nicely with hand or just toss them.
To pan-fry the slices add oil in a hot pan. Place the slices on pan and let them cook till they become golden brown both the sides.
Transfer the slices to a plate and arrange them.
Now apply some green chutney, and sprinkle some finely chopped onions.
Sprinkle chat masala, sev and add sweet chutney. At last sprinkle, coriander leaves and serve as an evening chat.",4.2000,5,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/06a613aea40481581adfb62137a6ee09.JPG
BANANA CUSTARD ROLLS,https://www.vahrehvah.com/banana-custard-rolls,This exotic recipe for Banana Rolls with Custard Sauce can be readily customized which can be prepared more yummy by adding various fruits and dry fruits.,Vahchef,10 mins,6 mins,6 mins,"9085, 10533, 8360, 10534, 10535, 9085, 10533, 8360, 10534, 10535","In a bowl add wheat flour, maize flour and add required water make it into soft dough, add oil and knead it well, rest it for 5 minutes.
Divide the dough into equal portions and roll it like a chapati by using dry flour.
Cook the chapati both sides by adding oil or butter on a hot nonstick pan. Transfer this in a plate when they get nice colour.
Apply custard paste in the middle of the chapati and place banana pieces on it. You can also add pomegranate, apple pieces and dry fruits. &nbsp;Just roll it now and cut into half.
Can wrap aluminium foil while serving.",3.7,59,362.5,2,2.5,NULL,13,0,2,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/77c3c4fa4b859cf5f4b87d167a58f64d.JPG
HEALTHY RANCH STYLE DRESSING ,https://www.vahrehvah.com/healthy-ranch-style-dressing-1,Easy healthy ranch dressing recipe with all real food ingredients like yogurt and spices.,Vahchef,6 mins,20 mins,20 mins,"10536, 10537, 10538, 10539, 10540, 10541, 10542, 10543, 10544, 10545, 10546, 10547, 8558, 8334, 10536, 10537, 10538, 10539, 10540, 10541, 10542, 10543, 10544, 10545, 10546, 10547, 8558, 8334","In a bowl add broccoli, cucumber, tomatoes, potatoes, chick peas , spinach, lettuce and mix well.
To that add egg slices and keep a side
In a mixing jar add chives, dill leaves, parsley, deseeded tomato peace's, yoghurt, pepper powder, salt and blend it, then add chick peas and blend again until you get a thick sauce.Pour this dressing in to salad mix it and serve.",3.7,59,71.84,4,0.52,NULL,3.33,0,47,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/db485f7aeac88d9f4d3758f01c3afb53.JPG
Healthy Street Style Sandwich,https://www.vahrehvah.com/healthy-steet-style-sandwich-1,One of the yummiest healthy street food that you can prepare at home which is highly nutritious and appetizing to eat,Vahchef,10 mins,mins,mins,"10548, 10549, 10550, 10551, 10552, 10553, 10554, 10548, 10549, 10550, 10551, 10552, 10553, 10554","Take a sandwich Bread slice on the top of it put beetroot slices, potato slices, tomato slices, cucumber slices, grated carrot.
Apply the mint chutney on other bread slice and put this on the top of vegetable bread and cut into pieces and serve.",3.5000,10,296.8,2,3.2,NULL,18,0,491,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/62b7c4352150fd155190d4492436fb63.jpg
BEETROOT AND PANEER SALAD ,https://www.vahrehvah.com/salad-1, How to makeBEETROOT AND PANEER SALAD ?How to cookBEETROOT AND PANEER SALAD ?Learn the recipeBEETROOT AND PANEER SALAD by vahchef.For all recipes visit vahrehvah.com,Vahchef,10 mins,6 mins,6 mins,"10555, 10556, 10557, 10426, 10558, 10559, 8334, 8725, 9425, 9019, 9318, 10560, 10561, 10555, 10556, 10557, 10426, 10558, 10559, 8334, 8725, 9425, 9019, 9318, 10560, 10561","In a bowl add soaked and boiled Peanuts, kidney beans and boiled beetroot pieces, chopped bell pepper, Paneer pieces, chopped spring onions, sprinkle some salt and add lemon juice, chat masala, crushed pepper powder, honey, chopped dill leaves and lettuce, then mix well.&nbsp;
Serve immediately.",3.5,89,402.2,2,33,NULL,25,105,621,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/f1900619f7e7acf6f2bbb9ceddd77f31.JPG
MASTER CLASS FESTIVE FAMILY BIRYANI,https://www.vahrehvah.com/master-class-festive-family-biryani,"Masterclass festive family biryani is a special biryani dedicated to all families who love biryani with individual preferences of vegetable and meats served in a separate box. This combo meal prepared along with a popular dessert recipe in the simplest way possible.



",Vahchef,55 mins,45 mins,45 mins,"10562, 10563, 8782, 10148, 9464, 10564, 9834, 10565, 8527, 10566, 10567, 9973, 9927, 10568, 10569, 8334, 10570, 10571, 10572, 10573, 10429, 10574, 10575, 10576, 10194, 8989, 10577, 8941, 10578, 10579, 8725, 9199, 10580, 8985, 10581, 9100, 10582, 10583, 10584, 10585, 8620, 8725, 10586, 10587, 8317, 9602, 10588, 9926, 10151, 10562, 10563, 8782, 10148, 9464, 10564, 9834, 10565, 8527, 10566, 10567, 9973, 9927, 10568, 10569, 8334, 10570, 10571, 10572, 10573, 10429, 10574, 10575, 10576, 10194, 8989, 10577, 8941, 10578, 10579, 8725, 9199, 10580, 8985, 10581, 9100, 10582, 10583, 10584, 10585, 8620, 8725, 10586, 10587, 8317, 9602, 10588, 9926, 10151","Master Marinade:Take oil (leftover oil of fried onions) in a bowl and add bay leaves, cardamom, cloves, cinnamon stick, and mace. Grate little nutmeg and add ginger garlic paste, coriander leaves, mint leaves, peppercorn, green chilies, salt and yogurt. Mix them properly and add crushed fried onions then keep it aside for 30 min.Vegetable biryani:Take beans, carrot, green peas, potatoes and lime juice in a bowl. Add mint paste, green chili paste, shahi jeera and kasoori methi. Now add the marinade sauce, almond powder and mix well. Fill the tiffin box with this marinade then add cashew nuts and keep it aside.Egg biryani :Take 3 full spoons of the marinade in a bowl and add turmeric, crushed pepper, lemon juice. Mix all the ingredients and transfer it to the tiffin box. Now place two scooped potatoes on it and add the leftover marinade in this.
Break two eggs in a bowl and fill the potato with this. Sprinkle crushed pepper on this and just keep it aside.Chicken Biryani:Take 3 full spoons of the marinade in a bowl and add cashew nut powder, white pepper powder, and lemon juice. Now add brine chicken pieces and mix properly. Transfer this to the tiffin box.Lamb biryani:Take lamb pieces in a bowl and add papaya paste, red chili powder, and lime juice. Now rub or mix this with your fingers and keep in the fridge for 6 hours to&nbsp;rest.
Add 2 spoons of the marinade in this and after mixing transfer this in a tiffin box.Khubani ka meetha:Soak khubani in water for 2-3 hours and remove the seeds. Boil them and mash it. Add the same soaked water and sugar then mix it. Keep it aside for a while.Biryani rice (veg, chicken and lamb):Soak basmati rice for nearly 30 minutes. Add salt to the boiling water then add shahi jeera and oil (leftover oil of fried onions). Once water starts boiling add soaked rice and just mix it once. When rice is 75% cooked, switch off the flame and take one load of rice to fill in the box of lamb biryani.
Repeat the same process for chicken biryani and tap the box so that the ingredients in it sets well. Add saffron water, ghee, and fried onions for each biryani and then close the lid to keep aside. Add ghee in the sweet . Add kevra water for lamb biryani and rose water for chicken biryani at the end and close the box. Now its time to cook all the recipes in a handi. Fill the surface with rock salt or sand.
Scrape little of salt and place the lamb box first then the rest of the boxes. To build steam in the handi place a aluminium mould in between and fill it with rice water. Now start sealing the handi edges with dough and wet it with little water, then keep the lid on. Place some hot charcoal pieces on the lid and put some weight also.
Let it cook on high flame for 15 minutes, medium flame for 30 minutes and slow flame for 15-20 minutes. After an hour remove the lid with the help of a spoon. Now very carefully with the help of cloth take the boxes out. Time to serve hot biryani with very special khubani ka meetha.",3.7875,80,0,4,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/3628d1e1773e5f1326aa18c212b86610.jpg
CREAMY VEGETABLES IN BREAD CUPCAKES,https://www.vahrehvah.com/creamy-vegetables-in-bread-cupcakes,"These moist muffins go over great with the kids. Made with vegetables and cream.
",Vahchef,10 mins,25 mins,25 mins,"10589, 10590, 10591, 8519, 10592, 10593, 10594, 10595, 8334, 8751, 10596, 10597, 8888, 9855, 10598, 10589, 10590, 10591, 8519, 10592, 10593, 10594, 10595, 8334, 8751, 10596, 10597, 8888, 9855, 10598","Take the bread pieces and cut the edges, flatten it with rolling pin.
Place the flatten bread pieces and cut into round shape with a cutter. Place them in muffin moulds coated with butter..
Bake the muffins at 180 degree C for 5 to 6 minutes.
For the stuffing Heat a pan and add finely chopped onions, garlic, butter saute it for a minute.
Now add chopped carrot, sweet corn, celery, salt, all purpose flour mix it well.
Then add white pepper powder, oregano, milk, cream keep mixing it for 2 minutes.
&nbsp;Add nutmeg powder mix it well and pour this mixture in the bread cups and add the grated cheese on top.
Bake it for 200 degree C for 10 minutes.",3.5,89,296.8,2,3.2,NULL,18,0,491,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/d3434e6fd85e56bcaeb9c8473510c3fa.JPG
DRUMSTICK PLANTAIN BIRYANI,https://www.vahrehvah.com/drumstick-plantain-biryani,This awesome vegetarian Biryani combination of raw plantain & Drumstick made with a special home made masala,Vahchef,10 mins,25 mins,25 mins,"10599, 10600, 10078, 10601, 8404, 10148, 10602, 8785, 10603, 8782, 10604, 8691, 8957, 10605, 10606, 8334, 8341, 8332, 8993, 10607, 9566, 10608, 10609, 10599, 10600, 10078, 10601, 8404, 10148, 10602, 8785, 10603, 8782, 10604, 8691, 8957, 10605, 10606, 8334, 8341, 8332, 8993, 10607, 9566, 10608, 10609","Dry roast shah jeera, star anise, cardamom, cinnamon, cloves, maize, bay leaves, poppy seeds, red chilies, coriander seeds,&nbsp;all the ingredients on a slow flame.
After 2 to 3 minutes switch off the flame and add coconut pieces. Let it cool down then make it into a fine paste.
Heat oil in a handi, add plantain pieces, fry it for 2 minutes then keep aside.
In the same handi, add chopped onions, salt, saute it till they get brown color.
Now add drumstick pieces, turmeric, ginger garlic paste and saute it.
Then add green chilies, mint leaves, coriander leaves, fried plantain pieces, yogurt, tomato slices and add prepared masala with some water mix it well and let it cook for 3 minutes with closed lid.
In a hot water add oil, salt and soaked rice cook till &nbsp;90% &nbsp;is done.
In a Biryani vessel, add one layer of 80% cooked rice then add second and third layer 90% cooked rice sprinkle chopped coriander leaves, ghee, lemon juice on top, put the lid on and let it cook for 10 minutes in a slow flame.
After 10 minutes switch off the flame and rest it for 5 more minutes. &nbsp;Finally add fried bread pieces and serve it hot.",3.4000,5,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/61314b1d7c10401af24fc64fda648de8.JPG
PALAK BREAD BAJJI,https://www.vahrehvah.com/palak-bread-bajji,"Palak bread bajji is a delicious and crispy snack prepared with spinach leaves.
",Vahchef,10 mins,20 mins,20 mins,"10610, 9282, 10611, 10612, 8443, 8693, 8620, 8334, 9331, 8360, 10610, 9282, 10611, 10612, 8443, 8693, 8620, 8334, 9331, 8360","First of all cut the edges of the bread slices and keep it aside.
&nbsp;Now take chickpea flour, spinach, carom seeds, coriander powder, ginger garlic paste, red chilli powder, salt, soda and water. Mix it well and make the bajji batter.
Dip the bread pieces(slices cut in triangle shapes) in the batter and deep fry them in hot oil.
Take them out on tissue paper when they turn golden brown both the sides.",3.6471,17,29.6,2,0.4,NULL,2.9,0,79,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/6a67bb7925c4d487a531db65f8cdebea.JPG
PALAK AND METHI THEPLA,https://www.vahrehvah.com/palak-and-methi-thepla,"Palak Methi Thepla is a delicious Indian recipe served as a Breakfast. 
",Vahchef,10 mins,20 mins,20 mins,"9085, 10613, 10614, 9325, 8443, 8620, 10611, 10615, 8360, 8334, 9085, 10613, 10614, 9325, 8443, 8620, 10611, 10615, 8360, 8334","Take wheat flour in a bowl and add chickpea flour, carom seeds(ajwain), turmeric, coriander powder, red chilli powder, spinach, methi leaves, oil and mix properly.
Add salt and water, then make nice dough and let it rest for 5 minutes.
&nbsp;Now divide this dough into small portions and roll into small puri&rsquo;s with the help of some flour.
Add little oil on a hot pan and pan fry the theplas.
&nbsp;Apply oil on both the sides and cook them.
Transfer in a plate when they become brownish colour.",0.6667,3,29.6,2,0.4,NULL,2.9,0,79,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/6a828120659070ecbe5ff2469c414cb4.JPG
RAW BANANA CHAAT,https://www.vahrehvah.com/raw-banana-chat,"Banana Chat Recipe is the flavorful Indian snack dish of Raw Banana. It is a tangy and easy recipe usually had on evenings. 
",Vahchef,10 mins,15 mins,15 mins,"10616, 10617, 8319, 10618, 8455, 10619, 9176, 9532, 8334, 10620, 8360, 8936, 9125, 10621, 9493, 8324, 10622, 10623, 10624, 8320, 10616, 10617, 8319, 10618, 8455, 10619, 9176, 9532, 8334, 10620, 8360, 8936, 9125, 10621, 9493, 8324, 10622, 10623, 10624, 8320","Peel out raw plantain skin and grate it.
Now add boiled and mashed potato, curry leaves, green chilies paste, cumin seeds, amchur powder, spring onion, red chili flakes, salt and mix it.
Now add chickpea flour and mix it again.
Make small dumplings and flatten them (like vadas), then deep fry them in hot oil.
Take them out on tissue paper once they become golden brown.
Arrange each vada on top of tomato slice then season with curd, cumin powder, chat masala, red chili powder, chopped onions, sev, green chutney, sweet red chutney, fresh coriander leaves.Yummy and tasty&nbsp;RAW BANANA CHAT is ready to serve.",4.0000,13,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/26af552c783063b08c8d58bb0d557246.JPG
DRY CHANA DAL FRY,https://www.vahrehvah.com/dry-chana-dal-fry, Dry chana dal fry is an easy to make and quick recipe.,Vahchef,6 mins,10 mins,10 mins,"8360, 8874, 8334, 8332, 9263, 10625, 8620, 8443, 8780, 8360, 8874, 8334, 8332, 9263, 10625, 8620, 8443, 8780","&nbsp;Take some oil in a pan and add onions, then saute it for few minutes with salt in it.
Now add ginger garlic paste, turmeric, boiled chana dal, red chilli powder, coriander powder and mix it well.
Cook it till it becomes dry.
Now add garam masala powder and mix it thoroughly.
Switch off the flame and serve with roti or phulka.",3.5,89,346,2,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/54f8f5ba0198304c9a5bcee2a529f8a7.JPG
DAL RASAM,https://www.vahrehvah.com/dal-rasam,"                                                    Dal Rasam is a very comfort food in traditional South Indian cuisine.
",Vahchef,10 mins,15 mins,15 mins,"8360, 8368, 8416, 9357, 10626, 9777, 8334, 10287, 8319, 9325, 10627, 9082, 8912, 8360, 8368, 8416, 9357, 10626, 9777, 8334, 10287, 8319, 9325, 10627, 9082, 8912","Add some oil in a hot pan and add cumin seeds, mustard seeds, green chillies, onion slices, garlic and saute it.
&nbsp;Now add salt , red chilies, curry leaves, turmeric, and mix well.
After 2 minutes of cooking add boiled chana dal water and tamarind juice.
After 2-3 minutes of boiling add coriander leaves and switch off the flame.
Serve with rice or bobbatlu.",2.5000,2,346,2,2,NULL,22,0,10,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/1e99a23e790ae57f9dc6808c9be8165b.JPG
BENDI MADHUR KHADI,https://www.vahrehvah.com/bendi-madhur-khadi,Bendi madhur khadi is a popular dish. Any dish made with okra is a rich source of dietary fiber. It is also keeps the digestion problem away. Proper digestion reflects through a healthy-looking skin.,Vahchef,10 mins,25 mins,25 mins,"8440, 8455, 10628, 9781, 9010, 10629, 8420, 8332, 8394, 10630, 10631, 9502, 10632, 9360, 8334, 9472, 8440, 8455, 10628, 9781, 9010, 10629, 8420, 8332, 8394, 10630, 10631, 9502, 10632, 9360, 8334, 9472","Soak the rice for 30 minutes, transfer it into a blender and blend into a smooth paste.
Heat oil in pan and add mustard seeds, cumin seeds, fenugreek seeds, green chillies, onions, salt, curry leaves and saute it.
Add ginger garlic paste, turmeric powder, okra and saute it and cook it with closed lid for 2 minutes on slow flame.
When the okra is 40% cooked, add sambar powder, tamarind juice, little water and cook it for 3 minutes.
Take 1 tablespoon of rice paste, mix it in &frac12; cup of water, this mixture to the above okra mixture and cook it.
Add jaggery, coriander leaves and mix thoroughly.
Now the bendi madhur khadi is ready to serve with rice.",3.2857,7,37.4,2,0.2,NULL,1.9,0,7,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/0af5eab1036dbae1745567b72c4791b7.JPG
CREAMY MUSHROOM ON TOAST,https://www.vahrehvah.com/creamy-mushroom-on-toast,These creamy mushrooms are great as a small snack on toast.  It is very delicious and tasty treat.,Vahchef,5 mins,10 mins,10 mins,"8482, 10633, 9013, 10634, 10635, 10636, 10637, 8482, 10633, 9013, 10634, 10635, 10636, 10637","1. Heat butter in a pan and add garlic and saute it. 2. Add mushrooms, white pepper powder, salt and saute it for 1-2 mins and switch off the flame. 3. Atlast add fresh cream and mix thoroughly. 4. Now spread this mixture on the toast as shown in the video and serve it.",3.7,59,28.3,2,0.3,NULL,3.1,0,5,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/aeed54b21c5036c849be4128a643276e.JPG
METHI PARATHA,https://www.vahrehvah.com/methi-paratha-2,"Methi paratha is a quick, healthy and flavorful Indian breakfast. In methi paratha recipe  green vegetables are very healthy. Make them a part of your diet and  serve it with chilled yogurt and a pickle of your choice.",Vahchef,10 mins,10 mins,10 mins,"10638, 8580, 8437, 8368, 10639, 8324, 9369, 10640, 8685, 8611, 10641, 10638, 8580, 8437, 8368, 10639, 8324, 9369, 10640, 8685, 8611, 10641","&nbsp;Method-11. Take a bowl and add 1 cup wheat flour, salt, 1 tablespoon of oil, water and make the soft dough and keep aside for 15 minutes.
&nbsp;Heat 1 tablespoon of oil in a pan and add cumin seeds, green chillies, onion, salt and saute it.
Add crushed garlic, methi leaves, cumin powder, pepper powder when the methi leaves are soft add amchur powder and mix thoroughly and keep the stuffing mixture aside.
&nbsp;Take the small dumpling of the dough and make small poori and keep the methi stuffing and close the edge.
&nbsp;With the help of rolling pin make the p+a6ratha.
&nbsp;Heat the tawa and place the paratha and cook it on both side by using oil or butter.Method-2Take a bowl and add 3 tablespoon of stuffing and 3 tablespoon of wheat flour, little water and mix thoroughly and make the soft dough.
Now roll the paratha using rolling pin.
Heat the tawa and place the paratha and cook it on both side by using oil or butter.Now the methi paratha is ready to serve with any chutney.",3.2,1,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/92988df4ee678af84100d7f9abcb9cd1.jpg
SAAG COOKING GREENS,https://www.vahrehvah.com/saag-cooking-greens,"Saag or sag is a leaf-based (spinach, mustard leaf, etc.) dish eaten in South Asia with bread such as roti or naan, or rice. Saag can be made from spinach, mint leaves or other greens, along with added spices and sometimes other ingredients such as paneer. On some menus, it is called saagwala. eating greens at least twice a week is very healthy.",Vahchef,10 mins,10 mins,10 mins,"10642, 10643, 10644, 10645, 8440, 8455, 9244, 9381, 9382, 9153, 10646, 8334, 9072, 9418, 10378, 10642, 10643, 10644, 10645, 8440, 8455, 9244, 9381, 9382, 9153, 10646, 8334, 9072, 9418, 10378","Chop spinach leaves, mustard leaves, celery leaves and keep aside.
&nbsp;Heat mustard oil in a pan and add mustard seeds, cumin seeds, urad dal, garlic, ginger, spring onions, salt, asafoetida, Chopped spinach leaves, mustard leaves, celery leaves, water, nutmeg and cook it for 10 minutes.
&nbsp;Switch off the flame and add onions and squeeze lime juice.Now saag cooking greens is ready to serve with roti or rice.",3.4,42,29.6,2,0.4,NULL,2.9,0,79,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/ckFcdnSM/search-result-img.jpg
POPPY SEEDS AND COCONUT PASTE,https://www.vahrehvah.com/poppy-seeds-and-coconut-paste,Poppy seeds and coconut paste used in many vegetarian and non vegetarian dishes.,Vahchef,10 mins,10 mins,10 mins,"10647, 10648, 10647, 10648","Take a pan and dry roast the poppy seeds on medium flame for long time and keep it aside and transfer it into a blender which has the wet grinder blade.
Add little water and blend it and add dry coconut powder and blend it again until comes to a smooth paste .Now poppy seeds and coconut paste is ready.",3.7,59,0,2,0,NULL,0,0,0,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/uploads/ckFcdnSM/search-result-img.jpg
GENERAL Tso’s CHICKEN,https://www.vahrehvah.com/general-tsos-chicken-1,"General Tso's Chicken is an awesome dish made with succulent pieces of chicken battered and deep fry until golden brown, tempered and cooked in a nice smooth sweet and sour sauce.",Vahchef,10 mins,15 mins,15 mins,"10181, 10649, 10650, 8671, 10651, 8611, 8837, 10652, 8338, 10653, 9217, 9262, 8853, 10654, 10181, 10649, 10650, 8671, 10651, 8611, 8837, 10652, 8338, 10653, 9217, 9262, 8853, 10654","Take a bowl, add chicken stock, 2 tablespoons of &nbsp;soya sauce, hoisin sauce, sugar, rice vinegar, pepper and keep the sauce aside.
In a cup, mix corn flour and water and keep aside.
Take a bowl and add 1 tablespoon of &nbsp;soya sauce, egg white and beat it.
Add corn flour and mix to a slightly thin batter consistency then add chicken and mix thoroughly.
Heat oil in a pan and deep fry the pieces on medium flame until the chicken is cooked.
Heat 2 tablespoons of &nbsp;oil, add dry red chilies (optional), chopped garlic, ginger and saute it.
Then add fried chicken, prepared sauce, little cornstarch mixture and cook it until sauce is absorbed by the chicken pieces.Now transfer it into a plate and garnish with spring onions and serve it.",3.5,89,234,2,14,NULL,27,88,82,http://34c6b8841d4124020671-5bfabe5484726969ac662c6d377e2f3c.r16.cf2.rackcdn.com/75f10687b6a597d9d67202df8a219af8.jpg
