name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium,image
Aloo Methi,https://www.tarladalal.com/Aloo-Methi-22789r,"Aloo Methi is an everyday recipe... easy, tasty and awesome. Yet, every time you taste it, it feels exotic, with the softness of potatoes and the pleasing bitterness of methi. Indeed, this Indian favourite deserves the global fame that it has earned! You will find that this recipe is made with everyday ingredients like ginger, garlic, cumin seeds and red chillies, yet it has a rich aroma and flavour that makes you eat an extra chapati or two. Cooking the potatoes for so long makes them a little crisp and gives them an appetising brownish colour. It also allows the potatoes to imbibe the flavours of the garlic, green chillies and ginger really well.Also try other subzi combos with methi like Methi Palak Paneer Subzi , Methi Papad and Methi Mutter Pasanda .",Tarla Dalal,15 mins,9 mins,24 mins ,"39489, 39490, 1269, 39337, 38901, 38873, 38938, 39491, 38994, 39395, 38949, 38934","Place the fenugreek leaves in a deep bowl, sprinkle a little salt over it, toss well and keep aside for 15 minutes.
Squeeze out all the water from the fenugreek leaves and keep aside. Discard the squeezed water.
Heat the oil in a deep non-stick pan, add the cumin seeds and asafoetida and sauté on a medium flame for a few seconds.
When the seeds crackle, add the garlic, ginger, green chillies and red chillies and sauté on a medium flame for 30 seconds.
Add the turmeric powder and potatoes, mix gently and cook on a medium flame for 5 minutes, while stirring occasionally.
Add the fenugreek leaves, coriander-cumin seeds powder and salt, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.
Serve hot.",4,23,243 cal,3 servings,20.4 g,12.6 g,2.4 g,0 mg,33.5 mg,"https://www.tarladalal.com/members/9306/big/big_aloo_methi,__punjabi_aloo_methi_recipe-12139.jpg?size=696X905"
Aloo Palak,https://www.tarladalal.com/Aloo-Palak-30887r,"Always a great hit, potatoes and spinach come together yet again, in a Punjabi version of Aloo Palak. Once you have peeled and chopped the cooked potatoes and chopped the washed spinach, this dish is a breeze to prepare as it simply makes use of readily available spice powders and everyday ingredients. Simple though it sounds, the apt combination of ingredients results in a true tongue-tickler! Enjoy it hot with your favourite Indian bread.",Tarla Dalal,15 mins,12 mins,27 mins ,"39492, 39493, 39310, 38901, 38873, 38938, 39491, 38994, 39494, 39495, 38949, 1269","Heat the oil in a broad non-stick pan and add the cumin seeds and asafoetida and sauté on a medium flame for 30 seconds.
Add the garlic, ginger, green chillies, red chillies and sauté on a medium flame for 1 minute.
Add the potatoes, toss gently and cook on a medium flame for 5 minutes, while stirring occasionally.
Add the spinach, coriander powder, turmeric powder and salt, mix well and cook on a medium flame 3 minutes, while stirring occasionally.
Serve hot.",4,12,203 cal,3 servings,15.7 g,13 g,2.5 g,0 mg,58.5 mg,https://www.tarladalal.com/members/9306/big/big_aloo_palak-9982.jpg?size=696X905
Aloo Mutter Moghlai,https://www.tarladalal.com/Aloo-Mutter-Moghlai-8659r,A north indian favourite. Cook the potatoes well and you will never go wrong in it.,Tarla Dalal,25 mins,20 mins,45 mins ,"39323, 39496, 39497, 39361, 39498, 39499, 38847, 38849, 1269, 38890, 39500, 39501, 39502, 39503","Heat oil in a pan and fry the sliced onions until golden brown in colour.
Cool and blend to a smooth paste in a blender.
Heat the oil in a kadai and fry the chopped onions for a little time. Add the ground paste and fry again for 3 to 4 minutes.
Add the potatoes, green peas and 2 cups of water. Cover and cook till the potatoes are done.
Add the onion paste and salt and mix well.
Crush the saffron and mix it in the curds. Add this mixture to the vegetable and simmer for a couple of minutes.
Serve hot garnished with coriander.",5,4,244 cal,4 servings,11.9 g,27.2 g,6.7 g,0 mg,14.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_mutter_moghlai-6867.jpg?size=500X650
"Aloo Mutter, Aloo Matar Pressure Cooker Recipe",https://www.tarladalal.com/Aloo-Mutter-Aloo-Matar-Pressure-Cooker-Recipe-33353r,"Aloo mutter, one of the quickest vegetables to prepare, it will come to your rescue whenever you are pressed for time! tomato puree gives a nice, evenly coated texture to this subzi.",Tarla Dalal,10 mins,20 mins,30 mins ,"38849, 38901, 38902, 39052, 39504, 39505, 39506, 39507, 38949, 39508, 39410, 39021, 39509, 39510, 1269, 38861","Heat the oil in a pressure cooker and add the cumin seeds.
When the seeds crackle, add the onions, ginger, garlic and green chillies and sauté on a medium flame till the onions turn translucent.
Add the tomatoes, tomato purée, turmeric powder, chilli powder, coriander- cumin seeds powder and garam masala and sauté on a medium flame for another 2 minutes.
Add the potatoes, green peas, ¾ cup of hot water and salt, mix well and pressure cook on a high flame for 2 whistles.
Lower the flame and pressure cook for another whistle.
Allow the steam to escape using natural release method, ( refer handy tip ) before opening the lid.
Serve hot garnished with coriander.
Natural release method: to use this method, remove the pressure cooker from the hot burner and let the pressure drop by cooling down naturally. It works best for grains and for beans that you might use for salads, as quick-releasing the pressure can cause the beans to split apart.",NULL,NULL,182 cal,4 servings (4 serving ),7.7 g,24.3 g,4.1 g,0 mg,14 mg,https://www.tarladalal.com/members/9306/big/big_aloo-mutter-(-pressure-cooker-)-2098.jpg?size=500X662
"Aloo Mutter Tariwale, Punjabi Tariwale Aloo Matar",https://www.tarladalal.com/Aloo-Mutter-Tariwale-Punjabi-Tariwale-Aloo-Matar-22795r,"This luscious Punjabi subzi features the standard combo of potato and peas, but in an enticing new form. Here, the duo is soaked in a tantalizing gravy of curds, spices and a special blend of  onions, cashewnuts, melon seeds and green chillies. With curds and fresh cream, the Aloo Mutter Tariwale has rich consistency that pleases the diner. Make sure you simmer for the required time so that the potatoes imbibe the flavours, but do not overdo it lest the curd becomes watery. Serve piping hot with Chapati , Hariyali Roti or Makhani Roti .",Tarla Dalal,15 mins,24 mins,39 mins ,"38957, 39511, 39266, 39512, 39489, 39513, 39047, 38809, 38850, 39423, 39514, 38855, 39288, 39306, 39418, 39248, 1269, 38861","Combine all the ingredients along with ¾ cup of water in a deep non-stick pan, mix well and cook on a slow flame for 15 minutes, while stirring occasionally.
Allow the mixture to cool completely and blend in a mixer to a smooth paste. Keep aside.
Heat the oil in a deep non-stick pan, add the cardamom, bayleaf and ginger-garlic paste and sauté on a medium flame for a few seconds.
Add the curds, turmeric powder, chilli powder and the prepared white gravy mixture, mix well and cook on a medium flame for 2 to 3 minutes, while stirring continuously.
Add the garam masala, sugar, fresh cream, potatoes, green peas, salt and ½ cup of water, mix well and cook on a medium flame for 4 to 5 minutes, while stirring occasionally.
Serve hot garnished with coriander.",5,1,225 cal,4 servings,11.9 g,20.8 g,7.7 g,0 mg,15.9 mg,https://www.tarladalal.com/members/9306/big/big_aloo_mutter_tariwale_(_punjabi_subzi_recipe)-8411.jpg?size=696X905
Aloo Paneer Chaat,https://www.tarladalal.com/Aloo-Paneer-Chaat-37059r,Fun-filled baby potatoes share the stage with calcium rich paneer in this lovely and lively chaat. The lemon juice and chaat masala lend their tangy touch to the otherwise bland ingredients.,Tarla Dalal,10 mins,15 mins,25 mins ,"39515, 39516, 38927, 39517, 39478, 1269, 39408, 38903, 39350, 38861","Heat the oil on a non-stick tava (griddle), add the potatoes and cook on a medium flame for 8 to 10 minutes or till the potatoes are brown from all the sides, while stirring occasionally.
Slide the potatoes around the circumference of the tava (griddle).
Add the green peas and ginger in the same oil, mix well and cook on a medium flame for 1 to 2 minutes, while stirring occasionally.
Add the paneer, salt, chaat masala, green chillies and lemon juice, mix well and cook on a medium flame for 2 to 3 minutes, while stirring occasionally.
Slide the potatoes back to the centre of the tava (griddle) and toss well with all the other ingredients.
Serve immediately garnished with coriander.",5,3,NULL,4 servings,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_aloo_paneer_chaat-10216.jpg?size=696X905
Aloo Poshto,https://www.tarladalal.com/Aloo-Poshto-31040r,"A scrumptious Bengali delicacy of deep-fried potatoes coated with a lip-smacking masala of roasted poppy seeds and spicy green chillies. The aroma of roasted poppy seeds, the crispness of the potato cubes and the warm taste of green chillies on your palate makes the Aloo Poshto a really memorable dish. Serve it along with other Bengali classics like the Luchi ,  Baingan Bhaja and Bengali Matarsutir Dal to make a complete meal.",Tarla Dalal,10 mins,6 mins,16 mins ,"39518, 38890, 39267, 39519, 38822, 39422, 38949, 1269","Heat the oil in a deep non-stick pan and deep-fry the potatoes in few batches, till they turn golden brown in colour from all the sides. Keep aside.
Dry roast the poppy seeds in a small non-stick pan for 2 to 3 minutes.
Combine the roasted poppy seeds and green chillies in a mixer along with ¼ cup of water and blend till smooth. Keep aside.
Heat the oil in a broad non-stick pan, add the red chillies, poppy seeds-green chillies mixture and turmeric powder, mix well  and cook on a medium flame for 1 minute, while stirring it occasionally.
Add the fried potatoes, 1 tbsp of water and salt,  toss well and cook on a medium flame for 1 to 2 minutes.
Serve hot.",5,1,348 cal,4 servings (4 serving ),28.8 g,20.8 g,1.5 g,0 mg,10.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_poshto_(_potatoes_recipe)-12278.jpg?size=696X905
Aloo Palak Roti (  Kadhai and Tava Cooking Delights),https://www.tarladalal.com/Aloo-Palak-Roti-(--Kadhai-and-Tava-Cooking-Delights)-39146r,"Potatoes themselves are a great value-add for any roti or subzi, and much loved by kids and adults alike. Add to this the goodness of fresh spinach, creamy yoghurt and energizing wheat flour, and there you have on the table a power-packed meal!",Tarla Dalal,15 mins,20 mins,35 mins ,"39520, 39521, 39522, 39523, 1269, 39524, 39442, 38949, 38822, 39048, 39357, 39476, 39440","Combine all the ingredients in a deep bowl, mix well and knead into a soft smooth dough using enough water.
Divide the dough into 12 equal portions.
Roll out each portion of the dough into a 125 mm. (5”) diameter circle using a little whole wheat flour for rolling.
Heat a non-stick tava (griddle) and cook each roti, using a little oil, till it turns golden brown in colour from both the sides.
Serve hot with curds and pickle of your choice.",4,2,NULL,12 rotis,NULL,NULL,NULL,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_aloo_palak_roti_(__kadhai_and_tava_cooking_delights)-7810.jpg?size=696X905
Aloo Paneer Chaat ( Calcium Rich Recipe),https://www.tarladalal.com/Aloo-Paneer-Chaat-(-Calcium-Rich-Recipe)-4242r,"A versatile dish made with calcium rich paneer. I have added one of the most popular vegetable - aloo, to this dish to enhance its appeal as well as taste.",Tarla Dalal,10 mins,15 mins,25 mins ,"39525, 39526, 39527, 39528, 39529, 39530, 39181, 39531, 1269, 39532","Cut the paneer and potatoes into big pieces.
Fry the paneer and potato pieces in a tava, adding a little oil at a time, till slightly brown in colour.
Remove the paneer and potatoes.
Add 2 tablespoons of oil in the tava and heat.
Add the peas and ginger and cook again for a while.
Add the potatoes, green chillies, chaat masala, lemon juice and salt.
Serve hot, garnished with chopped coriander.",5,1,266 cal,6 to 8 servings,23.9 g,5 g,7.7 g,0 mg,0 mg,https://www.tarladalal.com/members/9306/big/big_aloo_paneer_chaat_(_calcium_rich_recipe)-11252.jpg?size=500X650
"Aloo Poshto, Bengali Sabzi",https://www.tarladalal.com/Aloo-Poshto-Bengali-Sabzi-22364r,This traditional Bengali specialty is one of my favourite recipes and I recommend that you give this one a try. This recipe proves that poppy seeds and potatoes are a match made in heaven!try other Bengali subzis like Mulor Ghanto and Bengali Style Okra .,Tarla Dalal,10 mins,15 mins,25 mins ,"39267, 39047, 39533, 38949, 39534, 1269","Heat a non-stick pan and dry roast the poppy seeds till they turn pink. Coarsely grind them in a mixer and keep aside.
Heat the oil in the same pan, add the red chillies, turmeric powder and ground poppy seeds and sauté for a minute.
Add the potatoes and salt and sauté for 2 to 3 more minutes.
Serve hot.",5,1,112 cal,4 servings,2.6 g,20.8 g,1.5 g,0 mg,10.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_poshto_(_acidity_recipes)-12298.jpg?size=696X905
Aloo Palak ( Microwave ),https://www.tarladalal.com/Aloo-Palak-(-Microwave-)-22488r,Aloo palak is a very easy and simple recipe with a combination of cubed potatoes and chopped spinach cooked with masalas and red dry chillies. Serve this subzi hot with rotis or parathas.,Tarla Dalal,20 mins,8 mins,28 mins ,"39493, 39535, 38901, 38938, 39491, 39536, 39495, 38949, 38873, 39310, 1269","Heat the oil in a microwave safe bowl and microwave for 30 seconds.
Add the cumin seeds and micorwave for 1 minute.
Add the ginger, garlic and chillies, mix well and microwave for 30 seconds.
Add the potatoes, mix well and microwave for 3 minutes, while stirring twice in between.
Add the spinach,coriander powder, turmeric powder and asafoetida, mix well and cover and cook in a microwave for 3 minutes, while stirring twice in between.
Serve hot.",5,1,154 cal,Serves 2,11.8 g,10.1 g,1.9 g,0 mg,44 mg,https://www.tarladalal.com/members/9306/big/big_masaledar_aloo_palak-4928.jpg?size=500X650
"Aloo Paratha, How To Make Aloo Paratha",https://www.tarladalal.com/Aloo-Paratha-How-To-Make-Aloo-Paratha-2172r,"A must-try recipe, which is an indispensable part of north Indian cuisine, where it is enjoyed any time of the day, for breakfast, lunch or dinner. Luscious whole wheat Parathas are stuffed with a succulent mixture of mashed potatoes flavoured perkily with green chillies, onions and all. A dash of amchur powder adds to the tanginess of the stuffing, making the Aloo Paratha a really tasty and satiating dish. Enjoy it fresh with curds and Pickles / Aachar .",Tarla Dalal,10 mins,30 mins,40 mins ,"39537, 39040, 1269, 39538, 39539, 38901, 38902, 39442, 1269, 38894, 38861, 39312, 39048, 39540","Combine the whole wheat flour, ghee and salt in a bowl and mix well.
Add enough water and knead into a semi-stiff dough. Keep aside.
Heat the ghee in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the onions and sauté on a medium flame for 1 to 2 minutes.
Add the green chillies, mix well and sauté on a medium flame for 1 minute.
Add the potatoes, salt, chilli powder, coriander, dry mango powder, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.
Divide the stuffing into 12 equal portions and keep aside.
Divide the dough into 12 equal portions and roll a portion of the dough into a circle of of 100 mm. (4”) diameter circle.
Place a little stuffing in the centre of the circle.
Bring together all the sides in the centre and seal tightly.
Roll again into a circle of 150 mm. (6”) diameter circle with a little flour.
Heat a non-stick tava (griddle) and cook the paratha using a little ghee until golden brown spots appear on both the sides.
Repeat with the remaining dough and stuffing to make 11 more parathas.
Serve immediately with fresh curds.",5,6,140 cal,12 parathas (12 paratha ),5.9 g,19 g,2.8 g,0 mg,6.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_parathas-8532.jpg?size=696X905
"Aloo Poshto, Microwave Recipe",https://www.tarladalal.com/Aloo-Poshto-Microwave-Recipe-22499r,"This all-time favourite Bengali dish can be made easily and quickly in the microwave oven. Aloo Poshto is a classic Bengali recipe of crisp potatoes coated with roasted and powdered poppy seeds and green chillies. The special aroma and texture of roasted poppy seeds, and the mild but lingering effect of chillies, make this dish very enjoyable. The potatoes are not too crunchy but they have a noticeably nice texture. Serve the Aloo Poshto immediately on preparation to enjoy the best texture and taste. Combine it with other Bengali delicacies like Bengali Style Okra and Bengali Matarsutir Dal to make a complete meal.",Tarla Dalal,10 mins,12 mins,22 mins ,"39323, 39267, 39541, 39542, 39422, 38855, 1269","Place the poppy seeds on a microwave-proof plate, and microwave on high for 2 minutes.
Coarsely grind in a mixer along with the green chillies till smooth. Keep aside.
Combine the potatoes with 2 tsp of oil in a microwave safe flat plate and microwave on high for 8 minutes, while stirring once in between. Keep aside.
Combine the remaining 2 tsp of oil, dry red chillies, turmeric powder and ground poppy seeds in a microwave-safe bowl, mix well and microwave on high for 30 seconds.
Add the potatoes and salt, mix gently and microwave on high for 1 minute.
Serve immediately.",NULL,NULL,179 cal,2 servings,10.1 g,20.8 g,1.5 g,0 mg,10.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_poshto_(_microwave_recipes)-12299.jpg?size=696X905
Aloo Tikki,https://www.tarladalal.com/Aloo-Tikki-2586r,"Aloo tikki is a versatile and popular potato preparation, that can be had as it is, or as part of a gravy or a chaat  preparation. Here is a relatively simple version that you can prepare with readymade spice powders. If required, ask an elder to help you mash the potatoes. Cut the tikkis into different shapes using cookie cutters, to make them look more interesting. Cornflake Cookies , Jam Pinwheels , Cheese Garlic Buns , Quick Dahi Vada and Tacos with Baked Beans are a few more exciting recipes that kids will enjoy cooking with the help of elders.",Tarla Dalal,10 mins,5 mins,15 mins ,"39543, 38906, 39460, 38894, 39256, 39012, 1269, 39544, 39258","Combine the potatoes and green peas in a deep bowl and mash well.
Add the coriander leaves, chilli powder, chaat masala, lemon juice and salt and mix well.
Divide the mixture into 8 equal portions.
Roll each portion into round patty and then cut out into heart shape using a cookie cutter.
Heat the oil in a non-stick tava (griddle) and cook few tikkis at a time till they turn golden brown in colour from the sides.
Serve immediately with tomato ketchup.",4,6,89 cal,8 servings,3.8 g,12.4 g,1.4 g,0 mg,6.1 mg,https://www.tarladalal.com/members/9306/big/big_aloo_tikkis_(__cooking_with_kids)-10547.jpg?size=696X905
Aloo Pethe ka Saag,https://www.tarladalal.com/Aloo-Pethe-ka-Saag-3874r,Potatoes and pumpkin (petha) are favourite vegetables of the Rajasthanis and feature in different ways in their meals. Aloo Pethe ka Saag cooked with whole spices and curds can be relished with plain or stuffed puris. The addition of fennel gives this vegetable its characteristic Rajasthani flavour.,Tarla Dalal,15 mins,16 mins,31 mins ,"39545, 39546, 39175, 39452, 39370, 38851, 38809, 38883, 38940, 38965, 39446, 38873, 39508, 38934, 38855, 39506, 1269, 39305, 39418","Heat the ghee in a deep non-stick kadhai, add the bayleaves, cinnamon, cloves, cardamom, nigella seeds, mustard seeds and fenugreek seeds and sauté on a medium flame for 30 seconds.
When the seeds crackle, add the curds, asafoetida, chilli powder, coriander-cumin seeds powder and turmeric powder, mix well and cook on a slow flame for 1 minute, while stirring continuously.
Add the tomatoes, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Add the potatoes, pumpkin, salt and ½ cup of water and mix well. Coverwith a lid and cook on a medium flame for 10 to 12 minutes, while stirring occasionally.
Add the dried mango powder and sugar, mix well and cook on a medium flame for 1 minute, while stirring occasionally.
Serve immediately.",5,1,147 cal,4 servings (4 serving ),7.2 g,17.7 g,2.7 g,0 mg,15 mg,https://www.tarladalal.com/members/9306/big/big_aloo_pethe_ka_saag-11828.jpg?size=696X905
Aloo Palak Roti,https://www.tarladalal.com/Aloo-Palak-Roti-31045r,"Potatoes by themselves are healthy and tasty if not deep fried. Add to this the goodness of spinach, yoghurt and wheat flour and you're left with nothing more to wish for!",Tarla Dalal,15 mins,20 mins,35 mins ,"39547, 39521, 39522, 39523, 1269, 39524, 39442, 38949, 38822, 39048, 38943, 39548, 39440","Combine all the ingredients in a deep bowl, mix well and make a soft smooth dough using water.
Divide the dough into 12 equal portions.
Roll out each portion of the dough into a 125 mm. (5”) diameter circle with the help of a little whole wheat flour.
Heat a non-stick tava (griddle) and cook the roti using a little oil, till golden brown spots appear on both the sides.
Repeat with the remaining dough to make 11 more rotis.
Serve hot with curds and pickle of your choice.",5,3,158 cal,12 rotis (12 roti ),7.3 g,18.7 g,4.1 g,0 mg,13.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_palak_roti-4667.jpg?size=696X905
Aloo Paneer Chaat ( Forever Young Recipes),https://www.tarladalal.com/Aloo-Paneer-Chaat-(-Forever-Young-Recipes)-5621r,"Snack on this lip-smacking, easy to cook chaat, which serves as a protein and calcium booster for your eyes.",Tarla Dalal,10 mins,15 mins,25 mins ,"39549, 39550, 39472, 39551, 39552, 39312, 39553, 39271, 38822, 1269, 38847","Heat the oil in a non-stick pan and add the green chilles and ginger and sauté for 1 minute.
Add the paneer, potatoes and green peas and cook for another minute.
Add the amchur, crushed pepper, lemon juice and salt and mix well.
Serve hot garnished with the chopped coriander.",5,2,222 cal.,6 servings,  9.6 gm.,NULL,  8.9 gm.,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_aloo-paneer-chaat-(-forever-young-rrecipes)-1271.jpg?size=500X327
Aloo Paneer Mutter Chaat,https://www.tarladalal.com/Aloo-Paneer-Mutter-Chaat-32936r,"A mouth-watering combo of succulent paneer, yummy potatoes and juicy green peas is perked up with tongue-tickling chutneys and spice powders to make a marvellous chaat. The characteristic touch of chaat masala makes the Aloo Paneer Mutter Chaat very chatpata, and the effect is increased with a squeeze of lemon! Enjoy this chaat immediately on preparation to relish the best textures. You can also try your hand at other chaats like Moong Sprouts and Potato Salli Chaat and Mixed Sprouts and Green Pea Chaat .",Tarla Dalal,10 mins,9 mins,19 mins ,"39554, 39013, 38906, 39310, 39442, 38958, 39555, 39556, 39557, 39271, 39558, 1269","Heat the oil in a broad non-stick pan, add the paneer and salt and sauté on a medium flame for 3to 4 minutes. Drain well on an absorbent paper and keep aside.
In the same oil , add the ginger- garlic paste, green chillies and sauté on a medium flame for few seconds.
Add the green peas, potatoes and salt and mix well and cook on a medium flame for 3 to 4 minutes. While stirring occasionally.
Combine the paneer and green peas-potato mixture in a deep bowl, add the sweet chutney, green chutney, chaat masala, lemon juice and coriander and mix gently.
Serve immediately.",5,2,285 cal,4 to 6 servings,23.4 g,9.6 g,9.1 g,0 mg,4.2 mg,https://www.tarladalal.com/members/9306/big/big_aloo_paneer_chat-12410.jpg?size=696X905
"Aloo Paratha,  Punjabi Aloo Paratha Recipe",https://www.tarladalal.com/Aloo-Paratha--Punjabi-Aloo-Paratha-Recipe-37300r,"Aloo Paratha is a dish wish a universal appeal! While north Indians like to have it any time of the day, for breakfast, lunch or dinner, South Indians too have borrowed this dish from the north and incorporated it into their supper and dinner menus. What makes these whole wheat parathas so appealing is the soft and tasty filling of potatoes flavoured with peppy spice powders and crunchy onions. Green chillies spike up the flavour of the stuffing, while amchur gives it an enjoyable tinge of tanginess. These Parathas taste best when served hot with Pickles / Aachar and curds, but they may also be carried in a dabba.",Tarla Dalal,10 mins,30 mins,40 mins ,"39537, 39040, 1269, 39559, 39539, 38901, 38902, 39442, 1269, 38894, 38861, 39312, 39048, 39540, 39439","Combine the whole wheat flour, ghee and salt in a bowl and mix well.
Add enough water and knead into a semi-stiff dough. Keep aside.
Heat the ghee in a broad non-stick pan and add the cumin seeds.
When the seeds crackle, add the onions and sauté on a medium flame for 1 to 2 minutes.
Add the green chillies, mix well and sauté on a medium flame for 1 minute.
Add the potatoes, salt, chilli powder, coriander, dry mango powder, mix well and cook on a medium flame for 1 to 2 minutes, while stirring continuously.
Divide the stuffing into 12 equal portions and keep aside.
Divide the dough into 12 equal portions and roll a portion of the dough into a circle of of 100 mm. (4”) diameter circle.
Place a little stuffing in the centre of the circle.
Bring together all the sides in the centre and seal tightly.
Roll again into a circle of 150 mm. (6”) diameter circle with a little flour.
Heat a non-stick tava (griddle) and cook the paratha using a little ghee until golden brown spots appear on both the sides.
Repeat with the remaining dough and stuffing to make 11 more parathas.
Serve immediately with fresh curds.",5,24,163 cal,12 servings (12 paratha ),8.4 g,19 g,2.8 g,0 mg,6.7 mg,https://www.tarladalal.com/members/9306/big/big_aloo_paratha-7707.jpg?size=696X905
"Aloo Tikki Chaat, Chaat Recipe",https://www.tarladalal.com/Aloo-Tikki-Chaat-Chaat-Recipe-41659r,"Think chaat and this is one of the first options that comes to mind. The Aloo Tikki Chaat needs no introduction to those who are familiar with the street foods of India. Very famous in Mumbai and North India, this chaat is now available all over the country even in small eateries and roadside stalls! Crunchy and succulent tikkis made of potatoes are bathed in curds and spruced up with sweet and green chutneys and an exciting mix of spice powders. A garnish of sev adds crunch to the Aloo Tikki Chaat while pomegranate gives you spots of nice juicy sweetness. Much loved by all, this chaat is definitely one worth trying to make in your own kitchens. Make it with a flourish like the roadside vendors do and serve it with love, for your family and friends to relish.",Tarla Dalal,20 mins,15 mins,35 mins ,"39560, 39561, 38903, 39562, 1269, 38890, 38921, 39123, 39563, 39564, 39328, 39565, 39566, 39567, 39568, 39569","Combine all the ingredients in a deep bowl and mix well.
Divide the mixture into 8 equal portions.
Roll and shape each portion into a 63 mm. (2½”) round flat tikki.
Heat the oil in a broad non-stick pan and deep- fry 4 tikkis at a time, till they turn golden brown in colour from all the sides. Drain on an absorbent paper and keep aside.
Combine the curds and sugar in a deep bowl, mix well using a whisk. Keep aside.
Just before serving, place 2 aloo tikkis on a serving plate.
Spread ¼ cup of curd-sugar mixture, 2 tsp of khajur imli ki chutney, and 2 tsp of green chutney evenly over it.
Sprinkle ¼ tsp of cumin seeds powder, ? tsp of chaat masala and ? of black salt evenly over it.
Finally sprinkle 1 tbsp of nylon sev, 1 tsp of coriander and 1 tbsp of pomegranate evenly over it.
Repeat steps 2 to 5 to make 3 more plates.
Serve immediately.",5,2,509 cal,4 plates,20.8 g,77.5 g,3.2 g,0 mg,16.1 mg,"https://www.tarladalal.com/members/9306/big/big_aloo_tikki_chaat,_chaat_recipe-12876.jpg?size=696X905"
Ami Kozhakatai ( Weight Loss After Pregnancy ),https://www.tarladalal.com/Ami-Kozhakatai-(-Weight-Loss-After-Pregnancy-)-32968r,"Delicately seasoned with simple spices, this is one dish that you will relish. I have added only 1 tsp of coconut to bring down the calories, making this a sumptuous, healthy breakfast when compared to the coconut laden south indian original.",Tarla Dalal,10 mins,20 mins,30 mins ,"39570, 38919, 39571, 38929, 39572, 39573, 39574, 39575, 39576, 38909","Combine the rice flour, salt and 1¾ cups of water in a bowl and mix well to a smooth batter of pouring consistency.
Grease a non-stick kadhai using ¼ tsp of oil, pour the batter in it and cook on a medium flame, while stirring continuously till it leaves the sides of the kadhai and resembles a dough. Keep aside.
Remove on a greased thali and knead (while hot) using ¼ tsp of oil till smooth.
Cover the dough with a wet muslin cloth and keep aside for 5 minutes.
Rub ¼ tsp of oil on your hands, divide the dough into 35 to 40 equal portions (small) and shape each into round balls. Steam in a idli steamer for 5 to 7 minutes. Keep aside.
Heat the remaining 1 tsp of oil in another non-stick kadhai and add the mustard seeds.
When the seeds crackle, add the urad dal, red chillies, asafoetida and curry leaves and sauté on a medium flame for a few seconds.
Add the steamed rice balls, toss well and cook on a medium flame for another minute, serve hot garnished with coconut and coriander.",5,4,161 Calories,4 servings, 3.2 Gm,NULL, 2.9 Gm,NULL,NULL,https://www.tarladalal.com/members/9306/big/big_ami-kozhakatai-(-weight-loss-after-pregnancy-)-1804.jpg?size=500X662
"Aloo Tuk, Sindhi Aloo Tuk Recipe",https://www.tarladalal.com/Aloo-Tuk-Sindhi-Aloo-Tuk-Recipe-32758r,"This interestingly named starter is a traditional Sindhi delicacy, made of baby potatoes. Deep-fried and flattened baby potatoes are tossed with a simple yet effective masala prepared with readily available ingredients. The Aloo Tuk is sure to take your taste buds on an enjoyable roller coaster ride!",Tarla Dalal,10 mins,35 mins,45 mins ,"39577, 38890, 39305, 39302, 1269, 39404","Wash the baby potatoes very well and parboil them in enough salted water. Drain and keep aside.
Heat the oil in a deep non-stick pan on a medium flame and deep-fry the potatoes till they turn crisp and light brown in colour. Drain on an absorbent paper and allow them to cool for a while.
Press each deep-fried potato between the palms of your hands to flatten them and deep-fry again in the same hot oil on a medium flame till they turn golden brown in colour from all the sides. Drain on an absorbent paper.
Transfer them into a deep bowl, add the masala powder and toss well. Serve immediately.",5,1,299 cal,3 servings,16.8 g,34.8 g,2.5 g,0 mg,16.9 mg,https://www.tarladalal.com/members/9306/big/big_aloo_tuk_(_kebabs_and_tikkis_recipes)-10885.jpg?size=696X905
